Date,Open,High,Low,Close,Volume,ema_f,ema_s,rsi,adx,atr,long_entry,long_exit,label
2024-11-27 00:00:00+05:30,24204.8,24354.55,24145.65,24274.9,0,24089.984998207095,24428.75172935193,52.16677074460156,33.21275742487941,306.5225001966219,False,True,EXIT
2024-11-28 00:00:00+05:30,24274.15,24345.75,23873.35,23914.15,0,24073.999998370087,24408.571269377346,44.778657500464824,31.759764352155795,318.37089303972044,False,True,EXIT
2024-11-29 00:00:00+05:30,23927.15,24188.45,23927.15,24131.1,0,24079.19090760917,24397.69004312725,49.41816781394676,30.41055649891243,315.2229721083118,False,True,EXIT
2024-12-02 00:00:00+05:30,24140.85,24301.7,24008.65,24276.05,0,24097.087188735608,24392.919845357555,52.301615663201396,28.719473954318037,313.63918838628945,False,True,EXIT
2024-12-03 00:00:00+05:30,24367.5,24481.35,24280.0,24457.15,0,24129.820171577827,24395.43867495138,55.69951813080062,26.834801823368373,305.90067493012583,False,True,EXIT
2024-12-04 00:00:00+05:30,24488.75,24573.2,24366.3,24467.45,0,24160.513792343478,24398.262648482698,55.89197274686547,25.396542771453024,298.82919814940266,False,True,EXIT
2024-12-05 00:00:00+05:30,24539.15,24857.75,24295.55,24708.4,0,24210.32162940316,24410.424897561807,60.243145151537405,24.925806978863317,317.6413982815883,False,True,EXIT
2024-12-06 00:00:00+05:30,24729.45,24751.05,24620.5,24677.8,0,24252.81966309378,24420.910195696637,59.44118043399734,24.48869517145859,304.27772697576046,False,True,EXIT
2024-12-09 00:00:00+05:30,24633.9,24705.0,24580.05,24619.0,0,24286.108784630705,24428.678423316378,57.84760155595785,23.905059215716285,291.46860362034903,False,True,EXIT
2024-12-10 00:00:00+05:30,24652.65,24677.8,24510.65,24610.05,0,24315.55798602791,24435.791034166716,57.59449841634555,23.053552788333814,282.5887033617525,False,True,EXIT
2024-12-11 00:00:00+05:30,24620.5,24691.75,24583.85,24641.8,0,24345.21635093446,24443.86981714057,58.29167106852895,22.313168417687507,270.11093883591315,False,True,EXIT
2024-12-12 00:00:00+05:30,24604.45,24675.25,24527.95,24548.7,0,24363.714864485875,24447.980804703686,55.41471092689806,21.357031241949528,261.33872891906213,False,True,EXIT
2024-12-13 00:00:00+05:30,24498.35,24792.3,24180.8,24768.3,0,24400.495331350794,24460.542341774133,60.38167265536116,20.613628830935273,286.35024828198624,False,True,EXIT
2024-12-16 00:00:00+05:30,24753.4,24781.25,24601.75,24668.25,0,24424.836664864357,24468.68774013593,57.25227046830645,19.923326592136323,278.71808769041576,False,True,EXIT
2024-12-17 00:00:00+05:30,24584.8,24624.1,24303.45,24336.0,0,24416.760604422143,24463.484299346288,48.29995203149325,20.261052136754916,284.86679571252887,False,True,EXIT
2024-12-18 00:00:00+05:30,24297.95,24394.45,24149.85,24198.85,0,24396.950549474674,24453.10648368565,45.160748700727275,20.99777062838669,281.99059601877696,False,True,EXIT
2024-12-19 00:00:00+05:30,23877.15,24004.9,23870.3,23951.7,0,24356.47322679516,24433.443484325428,40.10256720390251,22.343952618699344,285.31626773172144,False,True,EXIT
2024-12-20 00:00:00+05:30,23960.7,24065.8,23537.35,23587.5,0,24286.566569813782,24400.269230038157,34.05029841071888,24.22222582800214,302.6829628937414,False,True,EXIT
2024-12-23 00:00:00+05:30,23738.2,23869.55,23647.2,23753.45,0,24238.101427103436,24374.90377003666,38.597596283612795,25.966336665211884,301.2091798299026,False,True,EXIT
2024-12-24 00:00:00+05:30,23769.1,23867.65,23685.15,23727.65,0,24191.69675191221,24349.521269250912,38.157099184670834,27.585868156906646,292.7299526991953,False,True,EXIT
2024-12-26 00:00:00+05:30,23775.8,23854.5,23653.6,23750.2,0,24151.560683556556,24326.01847437833,38.81436910793483,29.152121645017143,286.1706703635386,False,True,EXIT
2024-12-27 00:00:00+05:30,23801.4,23938.85,23800.6,23813.4,0,24120.818803233233,24305.915789108592,40.716086537889176,30.107887941791365,279.2049081947142,False,True,EXIT
2024-12-30 00:00:00+05:30,23796.9,23915.35,23599.3,23644.9,0,24077.553457484755,24279.99360130041,37.38023945631519,31.435160125741188,281.8367004665203,False,True,EXIT
2024-12-31 00:00:00+05:30,23560.6,23689.85,23460.45,23644.8,0,24038.212234077047,24255.08404830824,37.37828221568746,32.93780249973763,278.0912218617687,False,True,EXIT
2025-01-01 00:00:00+05:30,23637.65,23822.8,23562.8,23742.9,0,24011.36566734277,24234.998399354976,40.660731480655215,33.56373360050882,276.7989917287852,False,True,EXIT
2025-01-02 00:00:00+05:30,23783.0,24226.7,23751.55,24188.65,0,24027.482424857062,24233.180815066546,52.77399759485456,32.24479451277042,291.58477803387194,False,True,EXIT
2025-01-03 00:00:00+05:30,24196.4,24196.45,23976.0,24004.75,0,24025.415840779147,24224.222743887465,48.385560227009044,31.02006535987048,286.503722460024,False,True,EXIT
2025-01-06 00:00:00+05:30,24045.8,24089.95,23551.9,23616.05,0,23988.200764344678,24200.372832362467,40.68471068516748,31.011260564614535,304.47131371287935,False,True,EXIT
2025-01-07 00:00:00+05:30,23679.9,23795.2,23637.8,23707.9,0,23962.71887667698,24181.060172269823,42.99356254658478,31.003084683305445,295.5197913048166,False,True,EXIT
2025-01-08 00:00:00+05:30,23746.65,23751.85,23496.15,23688.95,0,23937.830796979073,24161.761734141597,42.62491808770057,31.327352023052686,292.6755204973295,False,True,EXIT
2025-01-09 00:00:00+05:30,23674.75,23689.5,23503.05,23526.5,0,23900.437088162795,24136.8495092733,39.49827978639971,31.628457409960838,285.0879833189489,False,True,EXIT
2025-01-10 00:00:00+05:30,23551.9,23596.6,23344.35,23431.5,0,23857.806443784357,24109.18874420376,37.75419392481655,32.27795436921949,282.7424130818811,False,True,EXIT
2025-01-13 00:00:00+05:30,23195.4,23340.95,23047.25,23085.95,0,23787.637676167597,24069.06173462714,32.18693655311351,33.47129120514963,289.9929550046039,False,True,EXIT
2025-01-14 00:00:00+05:30,23165.9,23264.95,23134.15,23176.05,0,23732.038796515993,24034.041666602545,34.88323219160651,34.57938969565619,282.0648867899894,False,True,EXIT
2025-01-15 00:00:00+05:30,23250.45,23293.65,23146.45,23213.2,0,23684.871633196355,24001.851797324016,36.012937140490465,35.4446998018954,272.4316805907045,False,True,EXIT
2025-01-16 00:00:00+05:30,23377.25,23391.65,23272.05,23311.8,0,23650.956030178502,23974.790942526997,39.0360083085396,35.687417607379,265.71870340565425,False,True,EXIT
2025-01-17 00:00:00+05:30,23277.1,23292.1,23100.35,23203.2,0,23610.25093652591,23944.53247419261,36.96453637749538,36.31346330780443,261.8423674481076,False,True,EXIT
2025-01-20 00:00:00+05:30,23290.4,23391.1,23170.65,23344.75,0,23586.114487750827,23921.011592851723,41.33434396579989,36.33882157526648,258.88576977324254,False,True,EXIT
2025-01-21 00:00:00+05:30,23421.65,23426.3,22976.85,23024.65,0,23535.07226159166,23885.860157837928,35.36400145576073,36.82381729537878,272.4975005037253,False,True,EXIT
2025-01-22 00:00:00+05:30,23099.15,23169.55,22981.3,23155.35,0,23500.55205599242,23857.212700667813,39.22406490972996,37.274170464054485,266.47982189631637,False,True,EXIT
2025-01-23 00:00:00+05:30,23128.3,23270.8,23090.65,23205.35,0,23473.715505447653,23831.64945750437,40.68346659515873,37.09724828298119,260.31340604657936,False,True,EXIT
2025-01-24 00:00:00+05:30,23183.9,23347.3,23050.0,23092.2,0,23439.032277679686,23802.651439563022,38.43425213902733,36.4975488991442,262.95530561468075,False,True,EXIT
2025-01-27 00:00:00+05:30,22940.15,23007.45,22786.9,22829.15,0,23383.58843425426,23764.47491252134,33.761213291150426,36.67130707480483,265.9799266422035,False,True,EXIT
2025-01-28 00:00:00+05:30,22960.45,23137.95,22857.65,22957.25,0,23344.8303947766,23732.81903359893,37.7316976455443,36.12631146384258,269.0385033106175,False,True,EXIT
2025-01-29 00:00:00+05:30,23026.75,23183.35,22976.5,23163.1,0,23328.309449796907,23710.477110712698,43.58391551715211,35.38083090781209,265.971467359859,False,True,EXIT
2025-01-30 00:00:00+05:30,23169.5,23322.05,23139.2,23249.5,0,23321.14495436082,23692.399576959262,45.882897414598744,33.981775898290394,260.03421969129755,False,True,EXIT
2025-01-31 00:00:00+05:30,23296.75,23546.8,23277.4,23508.4,0,23338.16814032802,23685.183907274586,52.17237299889664,31.683580529316345,262.69606114191913,False,True,EXIT
2025-02-01 00:00:00+05:30,23528.6,23632.45,23318.3,23482.15,0,23351.2574002982,23677.22179326382,51.51860161684835,29.63486273852283,266.371342488925,False,True,EXIT
2025-02-03 00:00:00+05:30,23319.35,23381.6,23222.0,23361.05,0,23352.147636634727,23664.822899410337,48.49920964797574,27.701692969379735,265.9269608825733,False,True,EXIT
2025-02-04 00:00:00+05:30,23509.9,23762.75,23423.15,23739.25,0,23387.338760577022,23667.741609237382,56.97921007886938,26.912194738324985,275.6250351052467,False,True,EXIT
2025-02-05 00:00:00+05:30,23801.75,23807.3,23680.45,23696.3,0,23415.426145979112,23668.861546130036,55.854434276157534,26.316275135464995,264.99824688344324,False,True,EXIT
2025-02-06 00:00:00+05:30,23761.95,23773.55,23556.25,23603.35,0,23432.51013270828,23666.292465889645,53.397782114824125,25.214925646941172,261.59122924891153,False,True,EXIT
2025-02-07 00:00:00+05:30,23649.5,23694.5,23443.2,23559.95,0,23444.095575189345,23662.12217310966,52.242377850268475,23.71979768354218,260.8561414454178,False,True,EXIT
2025-02-10 00:00:00+05:30,23543.8,23568.6,23316.3,23381.6,0,23438.41415926304,23651.121303575947,47.67689439662647,22.220528245710963,260.2449884850308,False,True,EXIT
2025-02-11 00:00:00+05:30,23383.55,23390.05,22986.65,23071.8,0,23405.085599330036,23628.402821082775,40.97794104471301,21.92851946325845,270.4703464503856,False,True,EXIT
2025-02-12 00:00:00+05:30,23050.8,23144.7,22798.35,23045.25,0,23372.373272118213,23605.534083001097,40.453349510947355,22.17641600391701,275.8903217039296,False,True,EXIT
2025-02-13 00:00:00+05:30,23055.75,23235.5,22992.2,23031.4,0,23341.375701925648,23583.019020922624,40.16449220528138,22.011931226057808,273.5624415822203,False,True,EXIT
2025-02-14 00:00:00+05:30,23096.45,23133.7,22774.85,22929.25,0,23303.909729023315,23557.38102010213,38.00880207953749,22.442982069887442,279.65441004063325,False,True,EXIT
2025-02-17 00:00:00+05:30,22809.9,22974.2,22725.45,22959.5,0,23272.599753657556,23533.934705588323,39.05202004907728,22.968434271526256,277.446952180588,False,True,EXIT
2025-02-18 00:00:00+05:30,22963.65,22992.5,22801.5,22945.3,0,23242.845230597777,23510.85099164368,38.72259461352846,23.36712593389655,271.2721698819746,False,True,EXIT
2025-02-19 00:00:00+05:30,22847.25,23049.95,22814.85,22932.9,0,23214.668391452524,23488.18624687334,38.41783004142432,23.447991755487294,268.68844346183374,False,True,EXIT
2025-02-20 00:00:00+05:30,22821.1,22923.85,22812.75,22913.15,0,23187.257628593205,23465.63580581949,37.906101953637055,23.529762957072997,258.07855464313144,False,True,EXIT
2025-02-21 00:00:00+05:30,22857.2,22921.0,22720.3,22795.9,0,23151.67966235746,23439.371656571664,34.931340715307556,23.9045203219342,253.98008645433637,False,True,EXIT
2025-02-24 00:00:00+05:30,22609.35,22668.05,22518.8,22553.35,0,23097.2860566886,23404.625709255128,29.733100983528303,24.83867405617505,255.63150885045533,False,True,EXIT
2025-02-25 00:00:00+05:30,22516.45,22625.3,22513.9,22547.55,0,23047.31005153509,23371.014897127476,29.619591665453157,25.719643588243144,245.3292582182798,False,True,EXIT
2025-02-27 00:00:00+05:30,22568.95,22613.3,22508.4,22545.05,0,23001.650046850078,23338.62411684797,29.567195664362387,26.55394667641925,235.29859691697393,False,True,EXIT
2025-02-28 00:00:00+05:30,22433.4,22450.35,22104.85,22124.7,0,22921.927315318255,23291.0192495206,22.39407757965816,28.323881741717837,249.93441142290445,False,True,EXIT
2025-03-03 00:00:00+05:30,22194.55,22261.55,22004.7,22119.3,0,22848.96119574387,23245.069475029595,22.319166989593967,30.16256761526474,250.42838203555402,False,True,EXIT
2025-03-04 00:00:00+05:30,21974.45,22105.05,21964.6,22082.65,0,22779.296541585336,23199.484397577453,21.78649206819742,31.947475174482147,243.59064046158593,False,True,EXIT
2025-03-05 00:00:00+05:30,22073.05,22394.9,22067.8,22337.3,0,22739.115037804848,23165.67324473128,33.63764131370584,31.882642680329234,249.55559471432997,False,True,EXIT
2025-03-06 00:00:00+05:30,22476.35,22556.45,22245.85,22544.7,0,22721.44094345895,23141.321352781033,41.42263539027756,31.023839037342025,253.91590937759227,False,True,EXIT
2025-03-07 00:00:00+05:30,22508.65,22633.8,22464.75,22552.5,0,22706.08267587177,23118.23031933864,41.69963444359613,29.865601179154833,247.85405870776418,False,True,EXIT
2025-03-10 00:00:00+05:30,22521.85,22676.75,22429.05,22460.3,0,22683.738796247064,23092.429130344968,39.33199568681038,28.58852704314207,247.84305451435253,False,True,EXIT
2025-03-11 00:00:00+05:30,22345.95,22522.1,22314.7,22497.9,0,22666.844360224604,23069.114262488303,40.80800062233239,27.816554801252266,244.95426490618433,False,True,EXIT
2025-03-12 00:00:00+05:30,22536.35,22577.4,22329.55,22470.5,0,22648.99487293146,23045.639193371117,40.04344871560779,26.820831861165207,245.16110312717132,False,True,EXIT
2025-03-13 00:00:00+05:30,22541.5,22558.05,22377.35,22397.2,0,22626.10442993769,23020.210205395782,37.99275616340049,25.89623198822722,240.55673861808768,False,True,EXIT
2025-03-17 00:00:00+05:30,22353.15,22577.0,22353.15,22508.75,0,22615.4358453979,23000.152942439086,42.7940732601833,25.139462820555377,239.36340014536702,False,True,EXIT
2025-03-18 00:00:00+05:30,22662.25,22857.8,22599.2,22834.3,0,22635.332586725362,22993.64890548069,53.99089066834167,23.66191281662827,247.19815727784075,False,True,EXIT
2025-03-19 00:00:00+05:30,22874.95,22940.7,22807.95,22907.6,0,22660.084169750327,22990.2744385991,56.07553060114793,22.64246692011962,239.02328890085212,False,True,EXIT
2025-03-20 00:00:00+05:30,23036.6,23216.7,22973.95,23190.65,0,22708.317427045753,22998.132303752078,63.03966297202058,22.70728438837859,244.02876826507713,False,True,EXIT
2025-03-21 00:00:00+05:30,23168.25,23402.7,23132.8,23350.4,0,22766.688570041595,23011.946723212783,66.28831601848634,23.32372617679476,245.8767133890003,False,True,EXIT
2025-03-24 00:00:00+05:30,23515.4,23708.75,23433.5,23658.35,0,22847.748700037813,23037.295871322087,71.49045266236573,24.646050714000715,253.91051957550016,False,True,EXIT
2025-03-25 00:00:00+05:30,23751.5,23869.6,23601.4,23668.65,0,22922.376090943464,23062.05485676044,71.64804172387021,26.204833907820426,254.9311967486785,False,True,EXIT
2025-03-26 00:00:00+05:30,23700.95,23736.5,23451.7,23486.85,0,22973.691900857695,23078.713489828657,64.83577290508858,26.87882309771431,257.06468269520144,False,True,EXIT
2025-03-27 00:00:00+05:30,23433.95,23646.45,23412.2,23591.95,0,23029.897182597906,23098.84041179616,66.80097108663585,27.305323625590937,255.43506250268706,False,True,EXIT
2025-03-28 00:00:00+05:30,23600.4,23649.2,23450.2,23519.35,0,23074.392893270822,23115.330983882588,64.13462555454683,27.70874765783639,251.403986609638,False,True,EXIT
2025-04-01 00:00:00+05:30,23341.1,23565.15,23136.4,23165.7,0,23082.693539337113,23117.306239416605,53.030568996483055,26.571919589052936,264.07155899466386,False,True,EXIT
2025-04-02 00:00:00+05:30,23192.6,23350.0,23158.45,23332.35,0,23105.389581215557,23125.739328066935,56.824125710686275,25.516293525182586,258.8914476379021,False,True,EXIT
2025-04-03 00:00:00+05:30,23150.3,23306.5,23145.8,23250.1,0,23118.545073832323,23130.616217162347,54.48515519950807,24.477090869091256,253.7242013780519,False,True,EXIT
2025-04-04 00:00:00+05:30,23190.4,23214.7,22857.45,22904.45,0,23099.081885302112,23121.74695374422,45.9292381800283,23.161871512470242,263.6474727081909,False,True,EXIT
2025-04-07 00:00:00+05:30,21758.4,22254.0,21743.65,22161.6,0,23013.856259365555,23084.09413202876,33.686190895399264,24.555156792063716,327.72979608617726,False,True,EXIT
2025-04-08 00:00:00+05:30,22446.75,22697.2,22270.85,22535.85,0,22970.401144877775,23062.594362145283,42.065073572444895,24.390760269494255,342.5776677943076,False,True,EXIT
2025-04-09 00:00:00+05:30,22460.3,22468.7,22353.25,22399.15,0,22918.46922261616,23036.576936178804,40.07334952064454,24.238106355679754,331.1506915232855,False,True,EXIT
2025-04-11 00:00:00+05:30,22695.4,22923.9,22695.4,22828.55,0,22910.29474783287,23028.41901711297,48.346738984320915,22.824720651436376,344.97921355733655,False,True,EXIT
2025-04-15 00:00:00+05:30,23368.35,23368.35,23207.0,23328.55,0,22948.317952575337,23040.188859579128,55.969461480042334,21.867177548282235,358.8949840175268,False,True,EXIT
2025-04-16 00:00:00+05:30,23344.1,23452.2,23273.05,23437.2,0,22992.761775068488,23055.75792390936,57.439286625951546,21.14800003378561,346.05605658770355,False,True,EXIT
2025-04-17 00:00:00+05:30,23401.85,23872.35,23298.55,23851.65,0,23070.84252278953,23086.969377873702,62.57187923952385,21.26239920830181,362.3234811171533,False,True,EXIT
2025-04-21 00:00:00+05:30,23949.15,24189.55,23903.65,24125.55,0,23166.725020717757,23127.698029721792,65.53036292297759,21.874562297279574,360.57894675164215,True,False,BUY
2025-04-22 00:00:00+05:30,24185.4,24242.6,24072.0,24167.25,0,23257.68183701614,23168.464773654272,65.97136876525747,22.524423456022436,347.0090219836676,True,False,BUY
2025-04-23 00:00:00+05:30,24357.6,24359.3,24119.95,24328.95,0,23355.069851832857,23213.97399821685,67.69723064706571,23.310595183313122,339.31909184197696,True,False,BUY
2025-04-24 00:00:00+05:30,24277.9,24347.85,24216.15,24246.7,0,23436.12713802987,23254.473057110306,65.86726983727716,24.040611787225902,324.489156710407,True,False,BUY
2025-04-25 00:00:00+05:30,24289.0,24365.45,23847.85,24039.35,0,23490.965580027154,23285.252545066767,61.363909260737124,23.579220119326056,338.28278837394953,True,False,BUY
2025-04-28 00:00:00+05:30,24070.25,24355.1,24054.05,24328.5,0,23567.105072751954,23326.16420996611,64.96153492130878,23.150784999133347,336.673303490096,True,False,BUY
2025-04-29 00:00:00+05:30,24370.7,24457.65,24290.75,24335.95,0,23637.000066138142,23365.763652712536,65.0518301893637,22.971595705376945,324.54663895508924,True,False,BUY
2025-04-30 00:00:00+05:30,24342.05,24396.15,24198.75,24334.2,0,23700.381878307402,23403.741548684593,65.00945000225065,22.506711929298948,315.46473617258295,True,False,BUY
2025-05-02 00:00:00+05:30,24311.9,24589.15,24238.5,24346.7,0,23759.138071188547,23440.720311481276,65.18392764058893,22.508092196607727,317.97796930311284,True,False,BUY
2025-05-05 00:00:00+05:30,24419.5,24526.4,24400.65,24461.15,0,23822.95733744413,23480.737162011425,66.81553012057398,22.509373873394456,308.1009714957477,True,False,BUY
2025-05-06 00:00:00+05:30,24500.75,24509.65,24331.8,24379.6,0,23873.561215858303,23515.9866850698,64.49620519815659,22.255432450373714,298.79733067462297,True,False,BUY
2025-05-07 00:00:00+05:30,24233.3,24449.6,24220.0,24414.4,0,23922.728378053,23551.218579772947,65.0536804368621,21.607490152572403,293.8546641978641,True,False,BUY
2025-05-08 00:00:00+05:30,24431.5,24447.25,24150.2,24273.8,0,23954.643980048182,23579.55510605636,60.893496979177726,20.750493946201207,294.0829024694452,True,False,BUY
2025-05-09 00:00:00+05:30,23935.75,24164.25,23935.75,24008.0,0,23959.49452731653,23596.356866603168,53.87874355729811,19.322656675124154,297.2234094359133,True,False,BUY
2025-05-12 00:00:00+05:30,24420.1,24944.8,24378.85,24924.7,0,24047.24047937866,23648.448754187357,67.69896207780593,19.835167545909055,342.9074516190623,True,False,BUY
2025-05-13 00:00:00+05:30,24864.05,24973.8,24547.5,24578.35,0,24095.523163071506,23684.915469709424,60.34188513750573,20.36729043406628,348.8640622177007,True,False,BUY
2025-05-14 00:00:00+05:30,24613.8,24767.55,24535.55,24666.9,0,24147.466511883187,23723.42466697572,61.49403598878817,20.818405120263744,340.5166292021507,True,False,BUY
2025-05-15 00:00:00+05:30,24694.45,25116.25,24494.45,25062.1,0,24230.615010802896,23775.921738859026,66.2119827870938,21.914911942091475,360.60829854485416,True,False,BUY
2025-05-16 00:00:00+05:30,25064.65,25070.0,24953.05,25019.8,0,24302.359100729904,23824.701278511613,65.28988065067956,22.933096848074367,343.20413436307894,True,False,BUY
2025-05-19 00:00:00+05:30,25005.35,25062.95,24916.65,24945.45,0,24360.821909754457,23868.65220876606,63.61295693371887,23.728542359159068,329.13955333714466,True,False,BUY
2025-05-20 00:00:00+05:30,24996.2,25010.35,24669.7,24683.9,0,24390.192645231324,23900.62271038308,57.972102191869034,23.497340795348244,329.9617280987771,True,False,BUY
2025-05-21 00:00:00+05:30,24744.25,24946.2,24685.35,24813.45,0,24428.670586573928,23936.41985899551,59.870263085712885,23.28265362895248,325.12874752029296,True,False,BUY
2025-05-22 00:00:00+05:30,24733.95,24737.5,24462.4,24609.7,0,24445.1278059763,23962.82300178,55.61585763534164,22.258174068648962,326.9802655545577,True,False,BUY
2025-05-23 00:00:00+05:30,24639.5,24909.05,24614.05,24853.15,0,24482.220732705726,23997.737786023925,59.33423530297091,21.7855673409067,325.00667515780344,True,False,BUY
2025-05-26 00:00:00+05:30,24919.35,25079.2,24900.5,25001.15,0,24529.396120641566,24037.08728461122,61.44870403640763,21.785875875126596,317.9383412179603,True,False,BUY
2025-05-27 00:00:00+05:30,24956.65,25062.9,24704.1,24826.2,0,24556.378291492332,24068.032881293137,57.6337763021831,21.06350309631146,320.8570311309633,True,False,BUY
2025-05-28 00:00:00+05:30,24832.5,24864.25,24737.05,24752.45,0,24574.202992265757,24094.87276830125,56.053938570280124,20.392728373125976,307.0243860501802,True,False,BUY
2025-05-29 00:00:00+05:30,24825.1,24892.6,24677.3,24833.6,0,24597.784538423413,24123.842463661986,57.43649841003476,19.542728655086542,300.47264418945304,True,False,BUY
2025-05-30 00:00:00+05:30,24812.6,24863.95,24717.4,24750.7,0,24611.685944021283,24148.42511214583,55.515064215615304,18.753443202621355,289.47816960449205,True,False,BUY
2025-06-02 00:00:00+05:30,24669.7,24754.4,24526.15,24716.6,0,24621.22358547389,24170.706480296976,54.70439384204812,17.548146731283868,285.10472891845694,False,False,HOLD
2025-06-03 00:00:00+05:30,24786.3,24845.1,24502.15,24542.5,0,24614.066895885353,24185.286618324546,50.63860981630454,16.499244693869187,289.2365339957098,False,False,HOLD
2025-06-04 00:00:00+05:30,24560.45,24644.25,24530.45,24620.2,0,24614.624450804866,24202.342045056917,52.34105618596753,15.525264230555553,276.7053529960162,False,False,HOLD
2025-06-05 00:00:00+05:30,24691.2,24899.85,24613.1,24750.9,0,24627.01313709533,24223.854121721353,55.14358368851335,15.53711227955055,277.422827782015,False,False,HOLD
2025-06-06 00:00:00+05:30,24748.7,25029.5,24671.45,25003.05,0,24661.198306450304,24254.410822830323,60.02716565865609,15.953300392432437,283.181911511871,False,False,HOLD
2025-06-09 00:00:00+05:30,25160.1,25160.1,25077.15,25103.2,0,24701.380278591187,24287.69667291541,61.805805153778536,16.721849269346585,274.17248926102303,False,False,HOLD
2025-06-10 00:00:00+05:30,25196.05,25199.3,25055.45,25104.25,0,24738.00479871926,24319.718372016767,61.824984122158405,17.548130663190438,264.8637400280927,False,False,HOLD
2025-06-11 00:00:00+05:30,25134.15,25222.4,25081.3,25141.4,0,24774.67708974478,24351.941180957285,62.54167267297083,18.384388052885352,256.0234728832291,True,False,BUY
2025-06-12 00:00:00+05:30,25164.45,25196.2,24825.9,24888.2,0,24784.997354313437,24372.970938566803,54.967322342986726,17.88481300798451,264.1860819629984,False,False,HOLD
2025-06-13 00:00:00+05:30,24473.0,24754.35,24473.0,24718.6,0,24778.961231194033,24386.525019407323,50.55107750230802,17.151006522863312,274.97279039421284,False,False,HOLD
2025-06-16 00:00:00+05:30,24732.35,24967.1,24703.6,24946.5,0,24794.19202835821,24408.48482256782,55.70147754739639,16.148670985713668,274.1533053660548,False,False,HOLD
2025-06-17 00:00:00+05:30,24977.85,24982.05,24813.7,24853.4,0,24799.574571234738,24425.93247658477,53.260953416917395,15.269755856183744,266.5959264113365,False,False,HOLD
